EVENT_ID,EVENT_YEAR,EVENT_DATE,EVENT_COUNTRY,EVENT_REGION,EVENT_CITY,ATTACK_SUCCESS_FLG,ATTACK_SUICIDE_FLG,TARGET_1_TYPE,TARGET_1_SUBTYPE,TARGET_1_GROUP_NAME,TARGET_1_NAME,TARGET_1_NATIONALITY,TARGET_2_TYPE,TARGET_2_SUBTYPE,TARGET_2_GROUP_NAME,TARGET_2_NAME,TARGET_2_NATIONALITY,TARGET_3_TYPE,TARGET_3_SUBTYPE,TARGET_3_GROUP_NAME,TARGET_3_NAME,TARGET_3_NATIONALITY,PERP_1_GROUP_NAME,PERP_1_SUBGROUP_NAME,PERP_2_GROUP_NAME,PERP_2_SUBGROUP_NAME,PERP_3_GROUP_NAME,PERP_3_SUBGROUP_NAME,PERP_TOTAL,PERP_TOTAL_GROUP,PERP_CUSTODY_TOTAL,PERP_CUSTODY_TOTAL_GROUP,PERP_CLAIMED_RESPONSIBILITY_FLG,PERP_CLAIM_MODE,WEAPON_1_TYPE,WEAPON_1_SUBTYPE,WEAPON_2_TYPE,WEAPON_2_SUBTYPE,WEAPON_3_TYPE,WEAPON_3_SUBTYPE,WEAPON_4_TYPE,WEAPON_4_SUBTYPE,WEAPON_DETAIL,KILLED_TOTAL,KILLED_TOTAL_GROUP,KILLED_US_TOTAL,KILLED_US_TOTAL_GROUP,KILLED_PERP_TOTAL,KILLED_PERP_TOTAL_GROUP,WOUNDED_TOTAL,WOUNDED_TOTAL_GROUP,WOUNDED_US_TOTAL,WOUNDED_US_TOTAL_GROUP,WOUNDED_PERP_TOTAL,WOUNDED_PERP_TOTAL_GROUP,PROPERTY_DAMAGE_RANGE,PROPERTY_DAMAGE_VALUE,PROPERTY_DAMAGE_DETAIL,HOSTAGE_FLG,HOSTAGE_TOTAL,HOSTAGE_TOTAL_GROUP,HOSTAGE_US_TOTAL,HOSTAGE_US_TOTAL_GROUP,HOSTAGE_RELEASED_TOTAL,HOSTAGE_RELEASED_TOTAL_GROUP,HOSTAGE_OUTCOME_DETAIL,DIVERSION_DESTINATION_COUNTRY,RESOLUTION_DESTINATION_COUNTRY,RANSOM_FLG,RANSOM_DEMANDED,RANSOM_DEMANDED_US,RANSOM_PAID,RANSOM_PAID_US,PERP_COUNTRY_ATTACK_COUNTRY_DIFFERENCE_FLG,PERP_NATIONALITY_TARGET_NATIONALITY_DIFFERENCE_FLG,TARGET_NATIONALITY_ATTACK_COUNTRY_DIFFERENCE_FLG,NATIONALITY_OR_COUNTRY_DIFFERENCE_FLG,ETL_TIMESTAMP
2.01E+11,2010,00:00.0,United Kingdom,Western Europe,Holywood,1,0,Transportation,Taxi/Rickshaw,NULL,A taxi cab was targeted in the attack.,Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Real Irish Republican Army (RIRA),NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,Unknown,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1,0,0,0,1,0,Hostage(s) escaped (not during rescue attempt),NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,1,0x0000000000000AEE
2.01E+11,2010,00:00.0,Afghanistan,South Asia,Baghlan,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations Office for Projects,A UN vehicle was targeted in the attack.,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taliban,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,5,10,0,0,0,0,Unknown,NULL,NULL,0,NULL,NULL,NULL,NULL,0,1,1,1,0x0000000000000AEF
2.01E+11,2010,00:00.0,United Kingdom,Western Europe,Londonderry,1,0,Business,Entertainment/Cultural/Stadium/Casino,Templemore Sports Complex,The Templemore Sports Complex was targeted in the attempted attack.,Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Oglaigh na hEireann,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,Unknown,Explosives,Vehicle,Unknown,NULL,NULL,NULL,NULL,NULL,An improvised explosive device was used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1,0,0,0,NULL,NULL,Unknown,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,1,0x0000000000000AF0
2.01E+11,2010,00:00.0,Sudan,Sub-Saharan Africa,Nyala,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Vehicle,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1,0,0,0,1,0,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000AF1
2.01E+11,2010,00:00.0,Sudan,Sub-Saharan Africa,Nyala,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Vehicle,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1,0,0,0,1,0,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000AF2
2.01E+11,2010,00:00.0,India,South Asia,Bijapur,1,0,Transportation,Bus (excluding tourists),Tomar Travels,A bus belonging to a private travel company,India,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Communist Party of India - Maoist (CPI-Maoist),NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown weapons were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000AF3
2.01E+11,2010,00:00.0,Sudan,Sub-Saharan Africa,Kas,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Russian helicopter,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,4,0,0,0,3,0,NULL,NULL,NULL,1,9,10,0,0,9,10,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000AF4
2.01E+11,2010,00:00.0,Russia,Eastern Europe,Mineralnye Vody,1,0,Airports & Aircraft,Aircraft (not at an airport),Kavminvodyavia Airline,An aircraft of civilians was targeted in the attack.,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,NULL,Fake Weapons,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown fake weapons were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,105,110,0,0,105,110,Successful Rescue,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000AF5
2.01E+11,2010,00:00.0,United Kingdom,Western Europe,Londonderry,1,0,Police,"Police Building (headquarters, station, school)",County Londonderry Law Enforcement,Strand Road police station,Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Oglaigh na hEireann,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,Personal claim,Explosives,Vehicle,NULL,NULL,NULL,NULL,NULL,NULL,A device containing 50-100 kg of high explosive was placed in the trunk of the taxi.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The attack damaged the police station's perimeter wall and destroyed a number of nearby businesses.,1,1,0,0,0,1,0,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,1,0x0000000000000AF6
2.01E+11,2010,00:00.0,Somalia,Sub-Saharan Africa,Mogadishu,0,1,Maritime,Port,NULL,A seaport was targeted in the attack.,Somalia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,NULL,Explosives,Suicide (carried bodily by human being),NULL,NULL,NULL,NULL,NULL,NULL,Unknown explosives were to be used in the attack.,0,0,0,0,0,0,2,0,0,0,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000AF7
2.01E+11,2010,00:00.0,Philippines,Southeast Asia,Marawi,0,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations,A truck owned by United Nations was targeted in the attack.,Philippines,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,1,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000AF8
2.01E+11,2010,00:00.0,Sudan,Sub-Saharan Africa,Fata Burnu,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Vehicle,Sudan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,NULL,Firearms,Unknown Gun Type,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",NULL,NULL,NULL,NULL,AK-47 rifles and a rocket propelled grenade were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000AF9
2.01E+11,2010,00:00.0,Colombia,South America,Neiva,1,0,Business,Gas/Oil/Electric,Neiva Gas Company,A Neiva Gas Company truck,Colombia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Revolutionary Armed Forces of Colombia (FARC),Frente 17,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Unknown,NULL,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",NULL,NULL,NULL,NULL,NULL,A Neiva Gas Company truck and other unknown weapons were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The truck was slightly damaged with spray paint.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000AFA
2.01E+11,2011,00:00.0,Norway,Western Europe,Ullensaker,0,0,Airports & Aircraft,Aircraft (not at an airport),Turkish Airlines,A Turkish Airlines airplane,Turkey,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turkish radicals,NULL,NULL,NULL,NULL,NULL,1,0,1,0,0,NULL,Fake Weapons,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,1,0x0000000000000AFB
2.01E+11,2011,00:00.0,Afghanistan,South Asia,Arghandab,1,0,Business,NULL,NULL,Taxi drivers,Afghanistan,Transportation,Taxi/Rickshaw,NULL,Seven taxis were also targeted in the attack.,Afghanistan,NULL,NULL,NULL,NULL,NULL,Taliban,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Melee,"Hands, Feet, Fists",Explosives,Unknown Explosive Type,Incendiary,Arson/Fire,NULL,NULL,"Unknown melee, explosive and incendiary devices were used in the attack.",0,0,0,0,0,0,7,10,0,0,0,0,Minor (likely < $1 million),NULL,The attack caused an unknown amount of property damage to eight vehicles.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000AFC
2.01E+11,2011,00:00.0,Afghanistan,South Asia,Ali Shang,0,0,Private Citizens & Property,Vehicles/Transportation,NULL,A civilian vehicle,Afghanistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Taliban,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,1,0,0,0,1,0,2,0,0,0,0,0,NULL,NULL,It is unknown if the attack caused any property damage.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000AFD
2.01E+11,2011,00:00.0,Russia,Eastern Europe,Chegem,1,0,Transportation,Taxi/Rickshaw,NULL,A taxi,Russia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,4,0,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1,0,0,0,0,0,Hostage(s) released by perpetrators,NULL,NULL,-9,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000AFE
2.01E+11,2011,00:00.0,Colombia,South America,Toribio,1,0,Business,Medical/Pharmaceutical,NULL,A medical team consisting of two healthcare practitioners,Colombia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Revolutionary Armed Forces of Colombia (FARC),Frente 6,NULL,NULL,NULL,NULL,3,0,0,0,0,NULL,Explosives,Grenade,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,An unspecified number of grenades and unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The attack caused an unknown amount of property damage to the medical team's vehicle.,1,2,0,0,0,2,0,Hostage(s) released by perpetrators,NULL,NULL,-9,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000AFF
2.01E+11,2011,00:00.0,Pakistan,South Asia,Kurram district,1,0,Private Citizens & Property,Unnamed Civilian/Unspecified,NULL,Tribesmen belonging to the Kochi and Ghalji tribes,Pakistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tehrik-i-Taliban Pakistan (TTP),NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,20,20,0,0,20,20,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B01
2.01E+11,2011,00:00.0,Sudan,Sub-Saharan Africa,Fata Burnu,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Patrol,Sudan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,It is unknown if the attack caused any property damage.,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000B02
2.01E+11,2011,00:00.0,Sudan,Sub-Saharan Africa,Kutum,1,0,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Vehicle,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,Unknown firearms were used in the attack.,1,0,0,0,0,0,2,0,0,0,0,0,NULL,NULL,It is unknown if the attack caused any property damage.,1,3,0,NULL,NULL,2,0,Combination,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000B03
2.01E+11,2011,00:00.0,Philippines,Southeast Asia,Banay-Banay district,1,0,Business,NULL,NULL,A cargo truck owned by Jose Badayas,Philippines,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New People's Army (NPA),NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,NULL,Incendiary,Arson/Fire,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,An unknown incendiary device and unknown firearms were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The attack caused an unknown amount of property damage to the vehicle.,1,2,0,0,0,2,0,Hostage(s) released by perpetrators,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B04
2.01E+11,2011,00:00.0,Colombia,South America,Barrancabermeja,1,0,Transportation,Highway/Road/Toll/Traffic Signal,Magdalena Medio Road,The Magdalena Medio Road,Colombia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Revolutionary Armed Forces of Colombia (FARC),Frente 24 Raúl Eduardo Maecha,NULL,NULL,NULL,NULL,2,0,0,0,0,NULL,Explosives,Vehicle,NULL,NULL,NULL,NULL,NULL,NULL,A vehicle borne improvised explosive device fitted with unknown explosives was used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The blast caused an unknown amount of damage to several nearby houses.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B05
2.01E+11,2011,00:00.0,United Kingdom,Western Europe,Craigavon,1,0,Business,NULL,Tayto,A van belonging to Tayto,Northern Ireland,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,NULL,NULL,NULL,NULL,Unknown firearms and an unknown incendiary device were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),NULL,The attack caused an unknown amount of property damage to the van.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000B06
2.01E+11,2011,00:00.0,Somalia,Sub-Saharan Africa,Mogadishu,1,0,Food or Water Supply,Food Supply,NULL,Eight food aid trucks,Somalia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Al-Shabaab,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,It is unknown if weapons were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B07
2.01E+11,2011,00:00.0,Turkey,Middle East & North Africa,Izmit,1,1,Transportation,NULL,A passenger ferry,The passenger ferry Kartepe in the sea of Marmara,Turkey,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Passengers and crew on board the Kartepe ferry,Turkey,NULL,NULL,NULL,NULL,NULL,Kurdistan Workers' Party (PKK),NULL,NULL,NULL,NULL,NULL,1,0,0,0,1,Personal claim,Explosives,Suicide (carried bodily by human being),NULL,NULL,NULL,NULL,NULL,NULL,Armed with explosives,1,0,0,0,1,0,0,0,0,0,0,0,NULL,NULL,NULL,1,24,20,0,0,24,20,Successful Rescue,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B08
2.01E+11,2011,00:00.0,Pakistan,South Asia,Qila Abdullah district,1,0,Military,NATO,NATO,NATO Oil Trucks,International,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,No additional information available,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,NULL,Unclear if the trucks were damaged,1,NULL,NULL,0,0,NULL,NULL,Hostage(s) released by perpetrators,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,1,1,0x0000000000000B09
2.01E+11,2012,00:00.0,Senegal,Sub-Saharan Africa,Baila,1,0,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Senegal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Movement of Democratic Forces of Casamance,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,Incendiary,Arson/Fire,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),-99,A truck was damaged in this attack.,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B0A
2.01E+11,2012,00:00.0,China,East Asia,Hotan,0,0,Airports & Aircraft,Aircraft (not at an airport),Tianjin Airlines,Airplane,China,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Uighur Separatists,NULL,NULL,NULL,NULL,NULL,6,10,6,10,0,NULL,Explosives,Unknown Explosive Type,Melee,Blunt Object,NULL,NULL,NULL,NULL,Crutches were used in the attack.,0,0,0,0,0,0,10,10,0,0,0,0,NULL,NULL,NULL,1,100,100,0,0,100,100,Successful Rescue,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B0B
2.01E+11,2012,00:00.0,Pakistan,South Asia,Sheikhan,0,0,Private Citizens & Property,Vehicles/Transportation,Not Applicable,Car,Pakistan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lashkar-e-Islam (Pakistan),NULL,NULL,NULL,NULL,NULL,3,0,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,1,0,0,0,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B0C
2.01E+11,2012,00:00.0,Philippines,Southeast Asia,Bayugan,1,0,Private Citizens & Property,Vehicles/Transportation,Not Applicable,Vans,Philippines,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,New People's Army (NPA),NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,Minor (likely < $1 million),-99,Two vans were stolen in this attack.,1,2,0,0,0,2,0,Combination,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B0D
2.01E+11,2012,00:00.0,Iraq,Middle East & North Africa,Baiji,1,0,Police,Police Patrol (including vehicles and convoys),Iraqi Police Service (IPS),Bus of Recruits,Iraq,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0,0,NULL,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",Firearms,Automatic or Semi-Automatic Rifle,NULL,NULL,NULL,NULL,Rocket-propelled grenades were used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,20,20,0,0,20,20,Successful Rescue,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000B0E
2.01E+11,2013,00:00.0,Algeria,Middle East & North Africa,Khenchela,1,0,Military,Military Transportation/Vehicle (excluding convoys),People's National Army (ANP),Food Supplies Truck,Algeria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Al-Qaida in the Islamic Maghreb (AQIM),NULL,NULL,NULL,NULL,NULL,50,50,1,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,Minor (likely < $1 million),-99,A truck was stolen in this attack.,1,2,0,0,0,1,0,Combination,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,0,0,0x0000000000000B0F
2.01E+11,2013,00:00.0,Syria,Middle East & North Africa,Unknown,1,0,Transportation,Bus (excluding tourists),Unknown,Bus,Syria,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,Firearms,Unknown Gun Type,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL,0,0,0,0,NULL,NULL,NULL,1,NULL,NULL,0,0,NULL,NULL,Unknown,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000B10
2.01E+11,2013,00:00.0,United States,North America,Watertown,1,0,Unknown,NULL,Unknown,Unknown,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Muslim extremists,NULL,NULL,NULL,NULL,NULL,2,0,1,0,1,Note left at scene,Explosives,Pipe Bomb,Explosives,Other Explosive Type,NULL,NULL,NULL,NULL,A pressure cooker bomb and five pipe bombs were to be used in the attack.,2,0,1,0,1,0,16,20,16,20,1,0,Minor (likely < $1 million),-99,An unknown number of vehicles were damaged in this attack.,1,1,0,1,0,1,0,Hostage(s) escaped (not during rescue attempt),NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0x0000000000000B11
